timestamp,current_count,capacity,percent_full,weekday,hour,minute,temperature,feels_like,precipitation,humidity,temperature_forecast,feels_like_forecast,precipitation_forecast,humidity_forecast
2026-03-19 00:15:17,0,150,0.0,3,0,15,59.8,59.9,0.0,80.0,59.8,59.9,0.0,80.0
2026-03-19 00:56:20,0,150,0.0,3,0,56,59.8,59.9,0.0,80.0,59.8,59.9,0.0,80.0
2026-03-19 01:31:59,0,150,0.0,3,1,31,57.1,56.8,0.0,86.0,57.1,56.8,0.0,86.0
2026-03-19 02:24:59,0,150,0.0,3,2,24,58.2,56.9,0.0,72.0,58.2,56.9,0.0,72.0
2026-03-19 03:10:22,0,150,0.0,3,3,10,58.2,55.9,0.0,64.0,58.2,55.9,0.0,64.0
2026-03-19 04:02:28,0,150,0.0,3,4,2,58.8,55.6,0.0,53.0,58.8,55.6,0.0,53.0
2026-03-19 04:51:23,1,150,0.67,3,4,51,58.8,55.6,0.0,53.0,58.8,55.6,0.0,53.0
2026-03-19 05:35:15,1,150,0.67,3,5,35,56.6,54.2,0.0,58.0,56.6,54.2,0.0,58.0
2026-03-19 06:51:33,1,150,0.67,3,6,51,58.7,55.1,0.0,43.0,58.7,55.1,0.0,43.0
2026-03-19 07:40:46,86,150,57.33,3,7,40,57.3,53.6,0.0,53.0,57.3,53.6,0.0,53.0
2026-03-19 08:41:38,72,150,48.0,3,8,41,58.2,55.5,0.0,62.0,58.2,55.5,0.0,62.0
2026-03-19 09:44:24,88,150,58.67,3,9,44,66.3,64.9,0.0,56.0,66.3,64.9,0.0,56.0
2026-03-19 10:46:02,102,150,68.0,3,10,46,70.1,71.7,0.0,65.0,70.1,71.7,0.0,65.0
2026-03-19 11:40:07,98,150,65.33,3,11,40,74.4,77.1,0.0,60.0,74.4,77.1,0.0,60.0
2026-03-19 12:32:10,102,150,68.0,3,12,32,80.7,87.4,0.0,56.0,80.7,87.4,0.0,56.0
2026-03-19 13:03:32,98,150,65.33,3,13,3,82.9,88.6,0.0,49.0,82.9,88.6,0.0,49.0
2026-03-19 13:56:54,80,150,53.33,3,13,56,82.9,88.6,0.0,49.0,82.9,88.6,0.0,49.0
2026-03-19 14:28:47,85,150,56.67,3,14,28,84.6,90.2,0.0,47.0,84.6,90.2,0.0,47.0
2026-03-19 14:58:20,108,150,72.0,3,14,58,84.6,90.2,0.0,47.0,84.6,90.2,0.0,47.0
2026-03-19 15:24:30,107,150,71.33,3,15,24,87.2,93.5,0.0,43.0,87.2,93.5,0.0,43.0
2026-03-19 15:59:31,104,150,69.33,3,15,59,87.2,93.5,0.0,43.0,87.2,93.5,0.0,43.0
2026-03-19 16:29:36,113,150,75.33,3,16,29,87.0,92.9,0.0,50.0,87.0,92.9,0.0,50.0
2026-03-19 16:56:04,81,150,54.0,3,16,56,87.0,92.9,0.0,50.0,87.0,92.9,0.0,50.0
2026-03-19 18:11:12,73,150,48.67,3,18,11,86.9,90.3,0.0,42.0,86.9,90.3,0.0,42.0
2026-03-19 20:39:23,86,150,57.33,3,20,39,78.9,79.7,0.0,46.0,78.9,79.7,0.0,46.0
2026-03-19 22:05:45,108,150,72.0,3,22,5,73.1,74.7,0.0,60.0,73.1,74.7,0.0,60.0
2026-03-19 23:07:42,0,150,0.0,3,23,7,72.5,74.3,0.0,65.0,72.5,74.3,0.0,65.0
2026-03-20 00:14:27,0,150,0.0,4,0,14,72.6,72.8,0.0,52.0,72.6,72.8,0.0,52.0
2026-03-20 00:55:19,0,150,0.0,4,0,55,72.6,72.8,0.0,52.0,72.6,72.8,0.0,52.0
2026-03-20 01:28:16,0,150,0.0,4,1,28,69.3,69.4,0.0,60.0,69.3,69.4,0.0,60.0
2026-03-20 02:09:13,0,150,0.0,4,2,9,68.8,69.3,0.0,62.0,68.8,69.3,0.0,62.0
2026-03-20 02:58:45,0,150,0.0,4,2,58,68.8,69.3,0.0,62.0,68.8,69.3,0.0,62.0
2026-03-20 03:35:50,0,150,0.0,4,3,35,69.9,68.1,0.0,46.0,69.9,68.1,0.0,46.0
2026-03-20 04:07:12,1,150,0.67,4,4,7,68.5,66.5,0.0,44.0,68.5,66.5,0.0,44.0
2026-03-20 04:46:31,1,150,0.67,4,4,46,68.5,66.5,0.0,44.0,68.5,66.5,0.0,44.0
2026-03-20 05:31:35,0,150,0.0,4,5,31,66.4,65.6,0.0,56.0,66.4,65.6,0.0,56.0
2026-03-20 06:43:58,2,150,1.33,4,6,43,66.7,64.0,0.0,53.0,66.7,64.0,0.0,53.0
2026-03-20 07:35:29,67,150,44.67,4,7,35,65.6,62.7,0.0,56.0,65.6,62.7,0.0,56.0
2026-03-20 08:24:18,62,150,41.33,4,8,24,66.3,63.4,0.0,54.0,66.3,63.4,0.0,54.0
2026-03-20 09:09:16,57,150,38.0,4,9,9,71.5,71.0,0.0,53.0,71.5,71.0,0.0,53.0
2026-03-20 10:02:58,56,150,37.33,4,10,2,72.5,75.3,0.0,65.0,72.5,75.3,0.0,65.0
2026-03-20 10:54:16,84,150,56.0,4,10,54,72.5,75.3,0.0,65.0,72.5,75.3,0.0,65.0
2026-03-20 11:31:54,97,150,64.67,4,11,31,74.5,78.1,0.0,67.0,74.5,78.1,0.0,67.0
2026-03-20 12:23:23,65,150,43.33,4,12,23,80.3,86.6,0.0,57.0,80.3,86.6,0.0,57.0
2026-03-20 12:59:27,65,150,43.33,4,12,59,80.3,86.6,0.0,57.0,80.3,86.6,0.0,57.0
2026-03-20 13:32:28,70,150,46.67,4,13,32,85.1,91.9,0.0,48.0,85.1,91.9,0.0,48.0
2026-03-20 14:00:30,46,150,30.67,4,14,0,87.0,93.3,0.0,44.0,87.0,93.3,0.0,44.0
2026-03-20 14:46:00,71,150,47.33,4,14,46,87.0,93.3,0.0,44.0,87.0,93.3,0.0,44.0
2026-03-20 15:16:25,75,150,50.0,4,15,16,87.8,92.5,0.0,40.0,87.8,92.5,0.0,40.0
2026-03-20 15:49:13,69,150,46.0,4,15,49,87.8,92.5,0.0,40.0,87.8,92.5,0.0,40.0
2026-03-20 16:18:22,79,150,52.67,4,16,18,87.0,90.5,0.0,43.0,87.0,90.5,0.0,43.0
2026-03-20 16:46:28,76,150,50.67,4,16,46,87.0,90.5,0.0,43.0,87.0,90.5,0.0,43.0
2026-03-20 18:02:16,52,150,34.67,4,18,2,84.4,84.9,0.0,37.0,84.4,84.9,0.0,37.0
2026-03-20 20:22:47,68,150,45.33,4,20,22,75.9,75.6,0.0,41.0,75.9,75.6,0.0,41.0
2026-03-20 20:45:39,51,150,34.0,4,20,45,75.9,75.6,0.0,41.0,75.9,75.6,0.0,41.0
2026-03-20 21:54:29,44,150,29.33,4,21,54,73.1,72.0,0.0,44.0,73.1,72.0,0.0,44.0
2026-03-20 22:34:35,25,150,16.67,4,22,34,71.7,70.3,0.0,43.0,71.7,70.3,0.0,43.0
2026-03-20 23:05:06,0,150,0.0,4,23,5,69.7,68.0,0.0,47.0,69.7,68.0,0.0,47.0
2026-03-21 00:04:10,0,150,0.0,5,0,4,67.5,66.1,0.0,50.0,67.5,66.1,0.0,50.0
2026-03-21 00:46:57,0,150,0.0,5,0,46,67.5,66.1,0.0,50.0,67.5,66.1,0.0,50.0
2026-03-21 01:18:55,0,150,0.0,5,1,18,64.2,62.3,0.0,59.0,64.2,62.3,0.0,59.0
2026-03-21 01:52:04,0,150,0.0,5,1,52,64.2,62.3,0.0,59.0,64.2,62.3,0.0,59.0
2026-03-21 02:21:17,0,150,0.0,5,2,21,64.0,61.7,0.0,52.0,64.0,61.7,0.0,52.0
2026-03-21 02:56:42,0,150,0.0,5,2,56,64.0,61.7,0.0,52.0,64.0,61.7,0.0,52.0
2026-03-21 03:18:26,0,150,0.0,5,3,18,59.1,58.4,0.0,75.0,59.1,58.4,0.0,75.0
2026-03-21 03:47:52,0,150,0.0,5,3,47,59.1,58.4,0.0,75.0,59.1,58.4,0.0,75.0
2026-03-21 04:14:20,0,150,0.0,5,4,14,59.5,58.4,0.0,76.0,59.5,58.4,0.0,76.0
2026-03-21 04:36:26,0,150,0.0,5,4,36,59.5,58.4,0.0,76.0,59.5,58.4,0.0,76.0
2026-03-21 04:51:08,0,150,0.0,5,4,51,59.5,58.4,0.0,76.0,59.5,58.4,0.0,76.0
2026-03-21 05:23:19,0,150,0.0,5,5,23,58.8,58.5,0.0,81.0,58.8,58.5,0.0,81.0
2026-03-21 06:27:24,0,150,0.0,5,6,27,57.3,56.9,0.0,82.0,57.3,56.9,0.0,82.0
2026-03-21 07:01:13,1,150,0.67,5,7,1,55.6,55.0,0.0,92.0,55.6,55.0,0.0,92.0
2026-03-21 07:45:59,0,150,0.0,5,7,45,55.6,55.0,0.0,92.0,55.6,55.0,0.0,92.0
2026-03-21 08:15:38,23,150,15.33,5,8,15,58.8,58.9,0.0,79.0,58.8,58.9,0.0,79.0
2026-03-21 08:42:09,49,150,32.67,5,8,42,58.8,58.9,0.0,79.0,58.8,58.9,0.0,79.0
2026-03-21 09:15:59,45,150,30.0,5,9,15,62.3,64.2,0.0,86.0,62.3,64.2,0.0,86.0
2026-03-21 09:48:09,37,150,24.67,5,9,48,62.3,64.2,0.0,86.0,62.3,64.2,0.0,86.0
2026-03-21 10:16:34,50,150,33.33,5,10,16,65.9,69.0,0.0,84.0,65.9,69.0,0.0,84.0
2026-03-21 10:43:02,46,150,30.67,5,10,43,65.9,69.0,0.0,84.0,65.9,69.0,0.0,84.0
2026-03-21 11:56:34,52,150,34.67,5,11,56,65.6,68.6,0.0,87.0,65.6,68.6,0.0,87.0
2026-03-21 12:18:01,56,150,37.33,5,12,18,70.9,74.2,0.0,72.0,70.9,74.2,0.0,72.0
2026-03-21 12:39:54,46,150,30.67,5,12,39,70.9,74.2,0.0,72.0,70.9,74.2,0.0,72.0
2026-03-21 12:52:42,35,150,23.33,5,12,52,70.9,74.2,0.0,72.0,70.9,74.2,0.0,72.0
2026-03-21 13:13:35,40,150,26.67,5,13,13,73.3,77.1,0.0,64.0,73.3,77.1,0.0,64.0
2026-03-21 13:43:58,53,150,35.33,5,13,43,73.3,77.1,0.0,64.0,73.3,77.1,0.0,64.0
2026-03-21 14:14:56,64,150,42.67,5,14,14,73.7,78.8,0.0,64.0,73.7,78.8,0.0,64.0
2026-03-21 14:39:55,50,150,33.33,5,14,39,73.7,78.8,0.0,64.0,73.7,78.8,0.0,64.0
2026-03-21 14:54:15,55,150,36.67,5,14,54,73.7,78.8,0.0,64.0,73.7,78.8,0.0,64.0
2026-03-21 15:12:46,59,150,39.33,5,15,12,74.0,78.1,0.0,63.0,74.0,78.1,0.0,63.0
2026-03-21 15:44:16,45,150,30.0,5,15,44,74.0,78.1,0.0,63.0,74.0,78.1,0.0,63.0
2026-03-21 16:14:26,58,150,38.67,5,16,14,74.6,77.8,0.0,63.0,74.6,77.8,0.0,63.0
2026-03-21 16:40:58,89,150,59.33,5,16,40,74.6,77.8,0.0,63.0,74.6,77.8,0.0,63.0
2026-03-21 18:07:47,0,150,0.0,5,18,7,72.6,73.8,0.0,57.0,72.6,73.8,0.0,57.0
2026-03-21 20:46:44,0,150,0.0,5,20,46,67.3,64.4,0.0,41.0,67.3,64.4,0.0,41.0
2026-03-21 20:59:47,0,150,0.0,5,20,59,67.3,64.4,0.0,41.0,67.3,64.4,0.0,41.0
2026-03-21 21:01:59,0,150,0.0,5,21,1,62.8,60.3,0.0,55.0,62.8,60.3,0.0,55.0
2026-03-21 21:11:10,0,150,0.0,5,21,11,62.8,60.3,0.0,55.0,62.8,60.3,0.0,55.0
2026-03-21 22:14:58,0,150,0.0,5,22,14,60.6,58.1,0.0,63.0,60.6,58.1,0.0,63.0
2026-03-21 23:40:55,0,150,0.0,5,23,40,57.7,55.1,0.0,67,57.2,54.6,0.0,70
